Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2015-07-07,174.35548400878906,174.4812039293869,171.07824832480986,173.46702913146544,173820200
2015-07-08,171.43026733398438,173.29937585599725,171.19558163567834,173.01440219225583,164020100
2015-07-09,171.74032592773438,173.79384426592938,171.63137296989152,173.5340018848408,144113100
2015-07-10,173.90283203125,174.32191540220694,171.78227119736073,173.74357830398085,129456900
2015-07-13,175.8222198486328,175.93117281515612,175.12654000193308,175.1684508918611,106069400
2015-07-14,176.5849151611328,176.89504546833817,175.72160467422717,175.78028246916543,81709600
2015-07-15,176.52630615234375,177.08787636054845,176.04854494854283,176.62688207339232,97914100
2015-07-16,177.94276428222656,177.94276428222656,177.33928333235934,177.58234600883597,106683300
2015-07-17,178.0936279296875,178.15230572808014,177.52368080510837,177.93437423622956,89030000
2015-07-20,178.1859130859375,178.680428528787,177.86741833413282,178.32002287059896,70446800
2015-07-21,177.48182678222656,178.3116165505911,177.18008621094953,178.05177408941046,77965000
2015-07-22,177.16326904296875,177.4985433545193,176.76095265851535,176.79447369496677,88667900
2015-07-23,176.16586303710938,177.39796905449916,175.80545751104444,177.29739314758027,90509100
2015-07-24,174.3386688232422,176.32511975520399,174.00340726819167,176.26645473830396,117755000
2015-07-27,173.3245086669922,173.96152362654487,172.8802812817307,173.45024136188783,132361100
2015-07-28,175.4534149169922,175.59590170345467,173.33285445417943,174.16263119824956,123544800
2015-07-29,176.660400390625,176.88669619310878,175.43667137123683,175.57915817667777,105791300
2015-07-30,176.70230102539062,176.86993179915348,175.52886003023414,176.14910796150576,91304400
2015-07-31,176.43411254882812,177.23036845613078,176.14913890443106,177.20522447511988,103266900
2015-08-03,175.83901977539062,176.45926785542608,174.88351006741843,176.40060282577224,113965700
2015-08-04,175.49533081054688,176.22453167659822,175.0091926367101,175.76353747818337,81820800
2015-08-05,176.07363891601562,177.11295716790562,175.78865259234382,176.39213348220503,85786800
2015-08-06,174.63206481933594,176.36706351362938,174.04533780454588,176.2580977326979,116030800
2015-08-07,174.2967529296875,174.6236374127741,173.39153140973815,174.47277355415326,117858000
2015-08-10,176.49278259277344,176.57659159598262,175.41154029927264,175.41154029927264,80270700
2015-08-11,174.9002685546875,175.5708045676496,174.13753368007548,175.1517211582246,126081400
2015-08-12,175.10975646972656,175.2941541363837,172.12588555750273,173.59267703992563,172123700
2015-08-13,174.891845703125,175.63781346502694,174.34702973986168,174.95051071459216,89383300
2015-08-14,175.52886962890625,175.60430156281325,174.5565931827419,174.69907998770253,72786500
2015-08-17,176.50953674316406,176.50953674316406,174.4727976342311,174.93379191487742,79072600
2015-08-18,175.99832153320312,176.58503593684017,175.7636357717483,176.23300729465794,71692700
2015-08-19,174.60687255859375,176.0233633719876,173.79384993200853,175.2522516333577,172946000
2015-08-20,170.9608917236328,174.58176582926043,170.90221390579688,173.08982987419662,194327900
2015-08-21,165.8145294189453,170.93572876473573,165.55469977317125,169.08337462289253,346588500
2015-08-24,158.8325653076172,165.5211309675056,152.88157753389092,157.14785510299993,507244300
2015-08-25,156.9634552001953,163.81965151893343,156.67009178856725,163.8028846067072,369833100
2015-08-26,162.9898681640625,163.26645186277966,157.8854243041948,160.99502774090948,339257000
2015-08-27,167.02151489257812,167.14723480665614,163.61855946447804,165.1356394449394,274143900
2015-08-28,167.02989196777344,167.49926336624338,165.88998451888435,166.37612283570292,160414400
2015-08-31,165.68040466308594,166.90413363260612,165.12721158962853,166.04920004539088,163298800
2015-09-01,160.73521423339844,163.24971406109356,159.86351379772927,161.86673148221675,256000400
2015-09-02,163.78616333007812,163.8280742243452,161.28004021005611,163.12400445312284,160269300
2015-09-03,163.90345764160156,165.99887384057524,163.4089424881011,164.498548680043,152087800
2015-09-04,161.42245483398438,162.48692968319003,160.60105538918336,161.64038627095454,207081000
2015-09-08,165.47923278808594,165.63010943304118,163.5849807951243,164.23037268580646,116025700
2015-09-09,163.2664794921875,167.1891061455516,162.89769690168723,167.06338626122292,149347700
2015-09-10,164.1549530029297,165.3032372871655,162.813881169681,163.07371079988835,158611100
2015-09-11,164.90098571777344,164.96804061475322,163.048630958272,163.761078047945,119691200
2015-09-14,164.28903198242188,165.12719858915932,163.80289381578527,165.0769106390603,79452000
2015-09-15,166.342529296875,166.78675651893494,164.24711304587308,164.79191615537124,113806200
2015-09-16,167.7842254638672,167.97701303805673,166.30067942228308,166.64433088297523,99581600
2015-09-17,167.40704345703125,170.05565348909056,167.02987097277068,167.6501189795926,276046600
2015-09-18,164.6713409423828,167.3926903207247,164.25851234067875,164.89040544702397,223657500
2015-09-21,165.52232360839844,166.55019138954816,164.4691682717408,165.5054695233599,105726200
2015-09-22,163.37391662597656,163.837307637399,162.23650349393083,163.34864192134467,153890900
2015-09-23,163.11270141601562,164.01419568659233,162.53135762131944,163.5423841592737,92790600
2015-09-24,162.5229034423828,162.9862942962043,160.551400016195,161.8910103296894,159378800
2015-09-25,162.48081970214844,164.29224184163175,161.60458721302194,163.98893257322655,155054800
2015-09-28,158.40298461914062,161.68883701149747,158.0912547506794,161.57930474164885,178515900
2015-09-29,158.49566650390625,159.86056460590598,157.49306053437886,158.62205286188984,159045600
2015-09-30,161.45291137695312,161.6214136403641,159.60778138124135,160.39132269125668,163452000
2015-10-01,161.8741912841797,162.17750053407022,159.92796228734045,161.8320624997143,131079000
2015-10-02,164.29217529296875,164.31744998377295,159.33813020101724,159.8857784988645,211003300
2015-10-05,167.21578979492188,167.44327494325597,165.41278840478842,165.52232067174555,126320800
2015-10-06,166.6428680419922,167.64547397022048,165.97727953193726,167.08098425766755,110274500
2015-10-07,168.00778198242188,168.3616406630563,166.38170331866,167.57808634058625,124307300
2015-10-08,169.5243377685547,169.8107929750624,167.3169151299491,167.62022442386962,153055200
2015-10-09,169.6253662109375,170.10559822780786,168.9934731820736,169.66749498404107,107069200
2015-10-12,169.78550720214844,169.9877048143112,169.27156684473294,169.7012496264799,56395600
2015-10-13,168.71548461914062,170.32470905598015,168.54698233676845,169.052489183885,88038700
2015-10-14,167.90660095214844,169.23779040414297,167.6117252680591,168.6564467918781,99106200
2015-10-15,170.4847412109375,170.49316182304554,168.20149545181854,168.57220807891355,134142200
2015-10-16,171.25987243652344,171.27671366178848,170.12245979217326,170.88915978633827,114580100
2015-10-19,171.34422302246094,171.34422302246094,170.29950075090858,170.61123073762596,76523900
2015-10-20,171.1250762939453,171.7401153082429,170.6532648388185,170.90602464860729,78448500
2015-10-21,170.0635223388672,171.6980085592884,169.89500720678905,171.5463603674976,102038000
2015-10-22,172.93646240234375,173.14709339112684,170.0634654858229,171.01550881311363,174911700
2015-10-23,174.83221435546875,175.2029271075735,173.81276714308143,174.61316266372538,144442300
2015-10-26,174.4025421142578,174.7142720128441,174.031829339776,174.65530199285007,69033000
2015-10-27,174.06544494628906,174.4024493679272,173.38298978024568,173.7284276687563,77905800
2015-10-28,176.04544067382812,176.07071537302951,173.7369324407698,174.4025209462392,135906700
2015-10-29,175.94430541992188,176.3150180725939,175.42194460346434,175.53989746059662,90525500
2015-10-30,175.18600463867188,176.4582240736896,175.0259358817458,176.13806084804608,131076900
2015-11-02,177.25869750976562,177.4524745106433,175.3882924240033,175.51467879006373,86270800
2015-11-03,177.7726287841797,178.3286979122383,176.6773446138553,176.9048297764067,95246100
2015-11-04,177.2333221435547,178.19379884294045,176.69410737996785,178.06742540455838,96224500
2015-11-05,177.05648803710938,177.75578479437362,176.16341427787353,177.29239382800557,78408700
2015-11-06,176.9637908935547,177.1997095150888,175.63261386857667,176.71104389887535,110471500
2015-11-09,175.31243896484375,176.50040118504046,174.36038249471315,176.34874014234128,131008700
2015-11-10,175.71688842773438,175.75059660335046,174.56263410297709,174.83223522839458,75874600
2015-11-11,175.02598571777344,176.03701220843809,174.95858223760922,175.98646281228974,67846000
2015-11-12,172.5826873779297,174.4530924916812,172.56584614692403,173.9812809054919,121315200
2015-11-13,170.64479064941406,172.43937072919258,170.5605459701861,172.16976975741028,153577100
2015-11-16,173.23980712890625,173.29878998871206,170.34152207091594,170.45948779052753,117645200
2015-11-17,173.11346435546875,174.43622078629778,172.61637811707632,173.55158057949438,121123700
2015-11-18,175.8600311279297,176.00325866539123,173.5515235929782,173.59363950831113,121342500
2015-11-19,175.70838928222656,176.12965129783686,175.4135007289408,175.74208458688094,88220500
2015-11-20,176.34872436523438,177.03116685657776,175.9695910762545,176.46667722971472,94011500
2015-11-23,176.14657592773438,176.91326333273477,175.68318495378801,176.40775642507643,64931200
2015-11-24,176.38238525390625,176.786793130031,174.7478868157049,175.13544061402186,98874400
2015-11-25,176.357177734375,176.71103636774527,176.0959844245046,176.50882592471962,51980100
2015-11-27,176.5593719482422,176.7615823874045,175.9696075705595,176.44983968670851,37317800
2015-11-30,175.82635498046875,176.83738132063255,175.71682273451938,176.71942846187838,112822700
2015-12-01,177.50302124023438,177.62098698914056,176.18026471552807,176.45829928959017,97858400
2015-12-02,175.6915740966797,177.77260994296742,175.43881426017808,177.45244662633874,108441300
2015-12-03,173.23135375976562,176.21388295307761,172.50678263227582,175.94428196809528,166224200
2015-12-04,176.60989379882812,176.90478236962633,173.23137686111778,173.23137686111778,192913900
2015-12-07,175.53994750976562,176.7026223313096,174.57103682659456,176.2813601706007,102027100
2015-12-08,174.36038208007812,175.48936143212396,173.37463030052473,173.97282814413362,103372400
2015-12-09,173.00396728515625,175.8179958596096,172.02663583882662,173.72011820922083,162401500
2015-12-10,173.45042419433594,174.7647596715685,172.8353852299175,173.07129093834916,116128900
2015-12-11,170.08877563476562,171.9928755421941,169.7770329643682,171.32728713547687,211173300
2015-12-14,170.9481658935547,171.07455224512017,168.46272191689854,170.24888207633842,182385200
2015-12-15,172.74270629882812,173.65263382267747,170.9228512511295,172.46467181743833,154069600
2015-12-16,175.270263671875,175.57357282088526,172.54891479841078,173.87167077055568,197017000
2015-12-17,172.5994873046875,175.64942042687096,172.58263322306897,175.5820169562943,173092500
2015-12-18,169.52468872070312,171.99101642651476,169.36365430390703,171.8554200676883,251393500
2015-12-21,170.923095703125,171.101084486675,169.58398325887222,170.70274033853093,99094300
2015-12-22,172.47406005859375,172.7707036640907,170.82136280667632,171.81298115782678,111026200
2015-12-23,174.60992431640625,174.65230383733606,173.38946653514702,173.48269630822693,110987200
2015-12-24,174.3216552734375,174.87256287711858,174.10129999140926,174.35556404446152,48539600
2015-12-28,173.9233856201172,173.9657522002466,172.8470080771526,173.62674196474214,65899900
2015-12-29,175.7794647216797,176.11000419116687,174.9912601915219,175.02515603836744,92640700
2015-12-30,174.53358459472656,175.61844569483083,174.3895046119371,175.53368667793808,63317700
2015-12-31,172.7876434326172,174.4996745618754,172.7876434326172,173.85555005604786,114877900
2016-01-04,170.37217712402344,170.38064785257149,168.31265203476786,169.9229827951869,222353500
2016-01-05,170.66036987304688,171.11803501836397,169.55009639666258,170.69426572616158,110845800
2016-01-06,168.50759887695312,169.5585382659889,167.47360094538482,168.10077111434867,152112600
2016-01-07,164.46484375,167.33799866452176,164.07497036102643,165.54969196399927,213436100
2016-01-08,162.6595458984375,165.99037807910338,162.37138598568188,165.43099970793693,209817200
2016-01-11,162.8206024169922,163.92240492263298,160.87974517273418,163.583381803446,187941300
2016-01-12,164.1343231201172,164.88863193264896,161.99852229548307,164.26993239555065,172330500
2016-01-13,160.0406494140625,165.15130403063185,159.6592597877707,164.80381024410508,221168900
2016-01-14,162.6680450439453,163.7952727103789,159.04906525069086,160.65091236985222,240795600
2016-01-15,159.1761932373047,159.98135217332498,157.2353358891122,158.29475894503636,324846400
2016-01-19,159.38803100585938,161.12548689343524,157.81160944464318,160.9983613370495,195244400
2016-01-20,157.34552001953125,158.91347144407737,153.42142549204524,156.82005027899447,286547800
2016-01-21,158.22695922851562,160.07458688783586,156.4895027763919,157.8201443834892,195772900
2016-01-22,161.47300720214844,161.67640812580294,160.0830448500717,160.84582417859346,168319600
2016-01-25,159.03208923339844,161.15940575271674,158.83715904162554,160.9644755609438,130371700
2016-01-26,161.20176696777344,161.48145613245356,159.35413985446505,159.69314996973415,141036800
2016-01-27,159.4474334716797,162.3544845256604,158.54056100469148,160.67636179750946,185681700
2016-01-28,160.2779541015625,161.20176766219626,158.62525715079403,160.99836676512138,143798800
2016-01-29,164.18511962890625,164.32072885995598,160.93057567816135,161.04923052222784,210529300
2016-02-01,164.1257781982422,164.913995501639,162.59173602316258,163.1765394893327,136061600
2016-02-02,161.16787719726562,162.70191936508724,160.6423946866848,162.693448638229,182564900
2016-02-03,162.13406372070312,162.54087844434653,158.5744057909078,162.22729344199712,205054900
2016-02-04,162.3883819580078,163.363046061154,160.9984193337204,161.63407320944472,139531800
2016-02-05,159.29483032226562,162.44767401937784,158.65917655966086,161.87135414883915,180788300
2016-02-08,157.1505584716797,157.74383272705154,154.93001214482697,157.44720206557002,191526700
2016-02-09,157.15904235839844,158.43883364400986,155.26903531074603,155.40464456115956,184513100
2016-02-10,157.02337646484375,159.62531152565975,156.8962379992612,157.9895693142119,148214100
2016-02-11,154.98089599609375,156.03184842816853,153.480749178051,154.54017233975122,219058900
2016-02-12,158.1760711669922,158.19301262102636,155.91314554229416,156.76068381067878,127632400
2016-02-16,160.8458709716797,160.87129609453314,159.0236681943154,159.98986165998417,120250700
2016-02-17,163.47320556640625,163.84612451981164,161.88830001443336,162.01543852986296,136009500
2016-02-18,162.8036651611328,163.8037673024715,162.4900800587421,163.74443340071596,102343000
2016-02-19,162.72735595703125,162.87990664568497,161.4136689865215,162.023897605953,114793000
2016-02-22,165.08352661132812,165.22760658577542,164.24445894934865,164.31226357245492,103640300
2016-02-23,162.9986114501953,164.69368845979014,162.87994364440885,164.42246993069756,111455300
2016-02-24,163.74444580078125,164.0241350750713,160.45600501023247,161.5662784451217,150812200
2016-02-25,165.7276153564453,165.7360990152582,163.43079405693118,164.19357327049826,110728300
2016-02-26,165.3462677001953,166.69385068785326,165.1852333307752,166.6006338765153,129833700
2016-02-29,164.049560546875,166.3124869355977,163.854630300407,165.36324789288878,125918100
2016-03-01,167.90586853027344,167.99062756120264,164.8038742250029,165.2784937604167,141799700
2016-03-02,168.66017150878906,168.7110217526209,167.17697904577207,167.59227759108515,102415000
2016-03-03,169.3212127685547,169.3381671568535,167.90582525721794,168.4821451352865,95172200
2016-03-04,169.87210083007812,170.6518474721584,168.68555234414472,169.51613628429809,129293600
2016-03-07,170.0077362060547,170.4145639772772,168.8720377759822,168.94831313343246,100219000
2016-03-08,168.1516571044922,169.43991942849996,167.99063562985262,168.9314040157377,123974900
2016-03-09,168.98223876953125,169.32971974337983,168.1770668080957,168.96528437760318,94801200
2016-03-10,169.11778259277344,170.41452805815925,167.28710973777427,169.47376005066465,156838700
2016-03-11,171.8468780517578,171.8892575574317,169.1008619648578,170.57557047599764,137964500
2016-03-14,171.62655639648438,172.0842215232804,171.00785687598227,171.33839639322719,73612000
2016-03-15,171.3468780517578,171.65199246655303,170.39763895346726,170.6603738515718,93169100
2016-03-16,172.33848571777344,172.74531353326242,170.82139740296645,170.86377691696472,129303200
2016-03-17,173.43174743652344,173.94026260127865,171.8553258542095,172.25366984609144,134278500
2016-03-18,174.11329650878906,174.4540551653916,173.61918735733872,173.93438976465154,138372400
2016-03-21,174.36038208007812,174.5904013722593,173.61922469307606,173.84924398525723,72926700
2016-03-22,174.26663208007812,174.83740997309445,173.42324986461207,173.58510177528976,97471900
2016-03-23,173.11659240722656,174.0707272027302,172.94620005164808,173.8833060108832,81052500
2016-03-24,173.03988647460938,173.0739701406084,171.8642599798402,172.08575181239442,84360900
2016-03-28,173.1421661376953,173.67034609579045,172.69065494788242,173.45736862893108,62408200
2016-03-29,174.74374389648438,174.85449633646226,172.42654806953865,172.73323613484362,92922900
2016-03-30,175.510498046875,176.23461373175746,175.14416999525173,175.74903180179095,86365300
2016-03-31,175.08448791503906,175.84268703990244,174.92262298965633,175.4167321832576,94584100
2016-04-01,176.27719116210938,176.4646123760131,173.77257403004418,174.0877895256713,114423500
2016-04-04,175.7063751220703,176.40494731364376,175.39968711098373,176.20048430654924,63497000
2016-04-05,173.95138549804688,175.7148312272509,173.6958100737707,174.3602983774251,99662200
2016-04-06,175.85121154785156,175.91085147077712,173.7725496482917,173.95145641795702,91839800
2016-04-07,173.74697875976562,175.11855388129385,173.01433590604665,174.7607533712139,113859000
2016-04-08,174.21554565429688,175.36562902818736,173.6788383465998,174.93114673181876,95040600
2016-04-11,173.80667114257812,175.55308913491538,173.71296052838107,174.8545167383348,83757500
2016-04-12,175.4252471923828,175.70637895860986,173.5340065825722,173.97700327472793,115350600
2016-04-13,177.19723510742188,177.2824312854836,176.20901663799754,176.3453253232516,96336400
2016-04-14,177.2057647705078,177.70840146573477,176.85649160827506,177.25689028121016,65212900
2016-04-15,177.0098114013672,177.34205569251114,176.68608152826383,177.20574700919272,75761600
