Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2015-01-02,170.5896453857422,171.7937396125908,169.55164185979788,171.37853820221306,121465900
2015-01-05,167.5088348388672,169.70939694100863,167.20158989240133,169.54331893402545,169632600
2015-01-06,165.9310760498047,168.33923884704024,165.13388387080252,167.8160810836032,209151400
2015-01-07,167.99874877929688,168.33921688794462,166.81127913768793,167.2596909686122,125346700
2015-01-08,170.9799041748047,171.19581697776195,169.3938447097477,169.41044364002198,147217800
2015-01-09,169.6097412109375,171.41171344037704,168.99523868858634,171.39510183951919,158567300
2015-01-12,168.2811279296875,169.9004235801157,167.67493741345746,169.74264501553517,144396100
2015-01-13,167.8077392578125,170.63110269847795,166.50400124658853,169.50175478802444,214553300
2015-01-14,166.7946319580078,166.9939331019815,164.8930159758004,165.78983944634336,192991100
2015-01-15,165.26678466796875,167.74968116890184,165.1505287716469,167.43413669085243,176613900
2015-01-16,167.43406677246094,167.59184528107048,164.87642545047697,165.0591150213999,211879600
2015-01-20,167.79115295410156,168.33922172950153,166.22169249432056,168.0734868065421,130991100
2015-01-21,168.6381072998047,169.11974217343865,166.86104681408892,167.326070093202,122942700
2015-01-22,171.14599609375,171.27885089160938,168.01537446648058,169.39384594565314,174356000
2015-01-23,170.20761108398438,171.1459700168589,170.07474363543025,170.88853458368385,117516800
2015-01-26,170.60621643066406,170.6975612260688,169.2775798358859,169.99172659879434,92009700
2015-01-27,168.3558349609375,169.50178198222102,167.52543232505212,168.5468240193283,134044600
2015-01-28,166.19677734375,169.64294309619982,166.0057882919043,169.54329883800872,168514300
2015-01-29,167.73304748535156,167.99047029738128,164.9844038793491,166.39609861915292,173585400
2015-01-30,165.6238250732422,167.88252155491546,165.35810278354316,166.55388476453962,197729700
2015-02-02,167.67489624023438,167.7662410356698,164.30346361569946,166.12204738877088,163107000
2015-02-03,170.0996856689453,170.10799780532918,168.1980690651613,168.57174774518685,124212900
2015-02-04,169.45193481445312,170.54807221391522,168.99521089801058,169.33567896944382,134306700
2015-02-05,171.16259765625,171.31207672868194,170.04156163223797,170.1162948329842,97953200
2015-02-06,170.6892852783203,172.09266793246513,170.1661274988381,171.52798748190747,125672000
2015-02-09,169.92527770996094,170.76397972317702,169.51837589928564,170.04153356001996,87219000
2015-02-10,171.7355499267578,171.99297269079014,169.96678843449558,170.96328163466086,96164200
2015-02-11,171.835205078125,172.2670179808579,170.92176981461634,171.56948283324658,91087800
2015-02-12,173.4877166748047,173.54585094120173,171.86843407362545,172.6324029759526,97545900
2015-02-13,174.20187377929688,174.2516959129132,173.35485949500125,173.6122949702512,93670400
2015-02-17,174.47589111328125,174.6502812348143,173.63718904727858,173.88629969098562,76968200
2015-02-18,174.49256896972656,174.56730219121562,173.83654356969703,174.10227858513758,80652900
2015-02-19,174.36795043945312,174.7333296444128,173.7534605683294,173.8946275028021,91462500
2015-02-20,175.414306640625,175.48903985782232,173.3299873296574,173.95278948151932,140896400
2015-02-23,175.38934326171875,175.38934326171875,174.78314022494982,175.16513100605164,74411100
2015-02-24,175.88760375976562,176.0869049805219,175.01567834149998,175.3146238371642,72472300
2015-02-25,175.73809814453125,176.24464421388257,175.39763005329206,175.7630092077012,73061700
2015-02-26,175.53048706054688,175.8045214100494,174.92428410364582,175.6467429054022,72697900
2015-02-27,174.93263244628906,175.69660139502935,174.88281031260112,175.43086645410784,108076000
2015-03-02,176.0370635986328,176.0951851956618,174.9824486776999,175.03227080970728,87491400
2015-03-03,175.31460571289062,176.0868867764088,174.45099252077577,175.60525171257856,110325800
2015-03-04,174.57550048828125,174.79141323093597,173.60393115914178,174.71666738182094,114497200
2015-03-05,174.76654052734375,175.0488743763866,174.2599944236194,174.89939531628613,76873000
2015-03-06,172.3085479736328,174.33473244462476,171.9763919856736,173.90291952352678,188128000
2015-03-09,173.0227508544922,173.379818023781,172.3501265246651,172.50790510493422,89818900
2015-03-10,170.21592712402344,171.7355654536372,170.17440445843954,171.65253279340791,157121300
2015-03-11,169.8173065185547,170.64770899541804,169.73426120249385,170.47331890006478,110145700
2015-03-12,171.97637939453125,172.04280045050913,170.39860688989376,170.44842901734606,93993500
2015-03-13,170.9217529296875,172.66559062644646,169.88374977532968,171.70233332911448,162410900
2015-03-16,173.20538330078125,173.29672809755948,170.9466871176636,171.65253442648986,136099200
2015-03-17,172.69053649902344,173.07251461307354,171.87673279859945,172.46632424107491,94510400
2015-03-18,174.76654052734375,175.43916462044987,171.57778484489717,172.21719840850227,228808500
2015-03-19,173.9693603515625,174.7748519597055,173.57907008077407,174.35135115714198,117917300
2015-03-20,175.50494384765625,176.01375103839567,174.73756480592598,174.92106987324172,177715100
2015-03-23,175.1629638671875,176.08882575672828,175.1629638671875,175.51328826762202,71784500
2015-03-24,174.17872619628906,175.49660781161333,174.1119959188361,175.0378578363101,77805300
2015-03-25,171.62637329101562,174.6208361937173,171.58467799627863,174.3872865421837,159521700
2015-03-26,171.21759033203125,172.13510276882835,170.2583571643623,170.959018529593,153067200
2015-03-27,171.6096649169922,171.78482075581417,170.90900337920792,171.10085769648754,118939000
2015-03-30,173.70327758789062,174.00355747241264,172.62728209272788,172.64395511645202,96180400
2015-03-31,172.18516540527344,173.57813904518,172.12678437639843,172.87747760620098,126768700
2015-04-01,171.57626342773438,172.1768230823013,170.58367142289472,172.15180082398572,137303600
2015-04-02,172.1935577392578,172.64397124436766,171.32607677960146,171.50958187770183,86900900
2015-04-06,173.3529815673828,173.87012539250313,171.16761871671198,171.3010665658552,114368200
2015-04-07,172.89418029785156,174.12865853822265,172.86082152486782,173.3779652348547,81236300
2015-04-08,173.4780731201172,173.9201500932742,172.72737973522786,173.11941217972551,89351900
2015-04-09,174.2454833984375,174.47903305892115,172.81916316673406,173.31128475650297,85548900
2015-04-10,175.1963348388672,175.23804285485818,174.29550787645925,174.49568598921678,72722900
2015-04-13,174.40391540527344,175.68845089093062,174.35387088226048,175.0545196594381,74436600
2015-04-14,174.7375030517578,174.92100805422086,173.57809202391974,174.20367378845452,75099900
2015-04-15,175.5216064453125,176.0304136058321,175.12123756199296,175.20465357945412,99529300
2015-04-16,175.4716033935547,175.9804106743164,174.98781837844513,175.188009231163,68934900
2015-04-17,173.4530487060547,174.5207077292204,172.66898382677687,174.27882160119827,191113200
2015-04-20,175.0377960205078,175.3714345624469,174.29543944632306,174.37884271806055,92189500
2015-04-21,174.82928466796875,175.88025762551203,174.5290048618856,175.72177484903816,72559800
2015-04-22,175.68844604492188,175.87195110923986,174.2454277911943,175.17128962389035,78264600
2015-04-23,176.1305389404297,176.78114323569324,175.17130552125977,175.28808032483272,102585900
2015-04-24,176.53924560546875,176.80616671690254,176.08883213929815,176.547594844888,61327400
2015-04-27,175.80526733398438,177.23158748772988,175.61341298032173,177.10647615055967,79358100
2015-04-28,176.36407470703125,176.41411922927816,174.6041035521924,175.78020073498715,86863500
2015-04-29,175.638427734375,176.23897481108523,174.82934057391154,175.4715956673724,125684900
2015-04-30,173.87843322753906,175.4548993221802,173.1777717307556,175.06286692633046,161304900
2015-05-01,175.7635498046875,175.8052578239885,174.56243012282167,174.66251918714363,103399700
2015-05-04,176.2639923095703,176.84786630363269,176.08048723607948,176.1889127958706,70927200
2015-05-05,174.2454833984375,176.3808145803623,174.103686299394,176.02214084836834,113326200
2015-05-06,173.528076171875,175.10454208533343,172.46041739067016,174.79592574736697,135060200
2015-05-07,174.2204132080078,174.64581711562727,173.0943732391586,173.42801188307723,88244900
2015-05-08,176.5142364501953,176.71442729863688,175.81358757189997,175.8970036072923,155877300
2015-05-11,175.67176818847656,176.73942712293612,175.59670140265482,176.47251875307046,75708100
2015-05-12,175.14634704589844,175.68852597441054,174.01195737197756,174.83773053709396,119727600
2015-05-13,175.17967224121094,176.1806010470727,174.94612261075986,175.55501895247156,94667900
2015-05-14,177.0063934326172,177.09814599233493,175.92204847072614,176.19730614987938,95934000
2015-05-15,177.19822692871094,177.34002401858126,176.7144418840057,177.19822692871094,76510100
2015-05-18,177.7487335205078,177.99895618003185,176.96466858066458,177.0313988657045,74549700
2015-05-19,177.6903076171875,178.14073377788276,177.40671350267456,177.86547617467969,72114600
2015-05-20,177.56521606445312,178.3159094457968,177.24825041444154,177.79041644235647,76857500
2015-05-21,178.0823211669922,178.29084847515026,177.25654844478737,177.42338047331128,64764600
2015-05-22,177.65695190429688,178.11570185670502,177.59022163017426,177.69864718906243,57433500
2015-05-26,175.74685668945312,177.5902441543336,175.32980196891455,177.16484019378424,124308600
2015-05-27,177.41506958007812,177.64861919749248,175.79689528263626,176.20561347686115,93214000
2015-05-28,177.21487426757812,177.3232998260336,176.52256199475443,177.10643598162432,74974600
2015-05-29,176.11387634277344,177.1898719794777,175.8469679255874,177.1481766871835,124919600
2015-06-01,176.4725799560547,177.11483520526997,175.68016562812193,176.781196445353,93338800
2015-06-02,176.29734802246094,176.9896602917937,175.3881719098124,176.01375390562535,91531000
2015-06-03,176.76443481445312,177.39001676639873,176.2723134001886,176.83116508329366,87820900
2015-06-04,175.27142333984375,176.7144291290775,174.95445767506976,176.0554882616529,151882800
2015-06-05,174.97113037109375,175.64675694085292,174.31217682534148,175.12126395215168,121704700
2015-06-08,173.89512634277344,175.01284262577803,173.82005955042598,174.86269631358357,89063300
2015-06-09,173.8701171875,174.41229598171893,173.23619856960607,173.8701171875,105034700
2015-06-10,175.9553985595703,176.3390945342066,174.57912295930092,174.6375040066906,134551300
2015-06-11,176.5225830078125,176.90626621878664,176.16390933407592,176.39745895662537,73876400
2015-06-12,175.17132568359375,176.3974676259892,174.8960680304539,175.69681872390623,135382400
2015-06-15,174.42062377929688,174.70421793148694,173.31959322020614,174.02859132818122,124384200
2015-06-16,175.37147521972656,175.45489123829736,174.09528904607768,174.2704448665799,85308200
2015-06-17,175.65509033203125,176.26399933994583,174.62913936386548,175.65509033203125,126708600
2015-06-18,177.48182678222656,177.94892608790846,175.68849636344748,176.2556847410608,165867900
2015-06-19,176.69393920898438,177.31418723866855,176.31676671082127,177.238755296918,130478700
2015-06-22,177.59913635253906,178.1858504674823,177.389594683673,177.61590326708273,70696000
2015-06-23,177.724853515625,178.06012785431992,177.33092695044698,177.8086752976508,68476800
2015-06-24,176.43411254882812,177.83384957921308,176.40896856781723,177.45667707463926,92307300
2015-06-25,175.89767456054688,177.06272583076822,175.82224262255068,176.93700593410784,97107400
2015-06-26,175.8641357421875,176.50113780323016,175.31094267397742,176.25806230837648,104174800
2015-06-29,172.1762237548828,175.87254243882475,172.10079181180083,174.38060654728815,202621300
2015-06-30,172.53665161132812,173.76875790700217,172.0588903667393,173.71845715277345,182925100
2015-07-01,173.91958618164062,174.36381349909647,173.1317074557654,174.11236093709672,135979900
2015-07-02,173.76036071777344,174.56500648911836,173.3412773094379,174.39737568366627,104373700
2015-07-06,173.2657928466797,174.04528161099526,172.26837259086415,172.46953717007793,117975400
